346|61|38|ver4|2015-07-14
347|76|96||2013-12-14
348|8|49|ver7.1.7.2606|2016-10-28
349|31|36|ver1.1.8.35|2014-04-22
350|55|34|ver8.0.1120.15|2016-11-07
351|15|34|ver8.0.1120.15|2016-11-05
352|34|39|ver0.67|2016-03-07
353|37|67|ver12.2.5.195|
354|67|7|ver2.2.2|2013-11-16
355|23|68|ver8.0.2.805|2016-08-24
356|54|25|ver12.0.6612.1000|2016-12-12
357|66|18|ver3.5.7|
358|67|29|ver1.4.20|2016-08-21
359|14|23|ver8.0.310.13|2015-02-15
360|70|39|ver0.67|2016-08-25
361|20|64|ver42.0.2393.85|
362|44|39|ver0.67|2016-04-11
363|11|39|ver0.67|2016-11-03
364|31|60|ver0.91|2015-02-05
365|19|87|ver55.0.2883.87|2016-12-13
366|1|88|ver2.2.2|
367|35|67|ver12.2.5.195|
368|8|94||
369|61|57|ver5.2.3.3|2016-11-05
370|39|48|ver1.32.4066.7445|2016-12-13
371|33|70|ver5.1.50428.0|2016-08-21
372|76|85|ver0.5.7|2013-12-14
373|40|89|ver3.21.0|
374|29|42|ver2.3.2|2016-09-10
375|26|68|ver7.1.5.425|2015-06-16
376|21|23|ver8.0.250.18|2014-11-06
377|1|82|ver15.4.3502.0922|2011-07-21
378|52|57|ver5.2.3.3|2016-11-06
379|32|39|ver0.67|2016-11-03
380|74|56|ver2.0.0.372|
381|8|85|ver0.5.4|2013-05-16
382|16|36|ver1.2.8.12|2016-05-01
383|23|90|ver5.0.268.0|2016-08-24
384|21|64|ver41.0.2353.56|
385|71|29|ver1.4.20|2016-04-25
386|73|70|ver5.1.50901.0|2016-10-13
387|51|53|ver9.5.5|2013-10-11
388|12|39|ver0.67|2016-03-20
389|28|64|ver41.0.2353.69|
390|11|48|ver1.32.4066.7445|2016-12-09
391|31|28|ver7.2.2|
392|32|14|ver2.14.0|2016-11-04
393|4|60|ver0.91|2016-11-23
394|31|101|ver15.4.22|
395|22|7|ver2.2.4|2015-05-28
396|15|28|ver7.2.2|
397|46|46|ver23.0.0.207|
398|76|57|ver5.1.2.2|2016-04-25
399|29|20|ver2.67a|
400|73|14|ver2.14.0|2015-02-16
401|23|46|ver23.0.0.207|
402|67|48|ver1.32.3889.0961|2016-11-22
403|32|94||
404|43|19|ver4.42|
405|71|102|ver16.02|
406|13|28|ver7.2.2|
407|63|39|ver0.67|2016-11-23
408|34|64|ver12.16.1860|
409|68|58|ver16.4.3528.0331|2016-09-05
410|6|9|ver5.24|
411|8|57|ver5.1.2.2|2016-04-11
412|62|46|ver23.0.0.205|
413|16|88|ver2.2.4|
414|16|48|ver1.32.4066.7445|2016-12-09
415|59|64|ver41.0.2353.69|
416|32|56|ver2.0.0.372|
417|11|57|ver5.2.2.2|2016-11-03
418|38|97|ver2.8.18|2016-11-23
419|55|9|ver5.24|
420|76|65|ver4.9.9.2|
421|16|102|ver16.04.00.0|2016-11-03
422|44|36|ver1.2.6.7|2015-06-24
423|8|74|ver4.0.9|2016-03-21
424|43|34|ver8.0.1120.15|2016-11-07
425|33|102|ver16.02|
426|44|28|ver7.2.2|
427|76|46|ver23.0.0.207|
428|54|78|ver3.2.2|
429|43|57|ver5.1.2.2|2016-04-11
430|30|1|ver24.0.0.180|2016-12-14
431|31|30|ver2.1.2|2016-03-21
432|67|9|ver5.24|
433|10|68|ver8.0.2.805|2016-10-10
434|12|49|ver7.1.7.2606|2016-11-05
435|21|44|ver1.0.0|
436|44|22|ver4.5.5.5666|2015-06-24
437|64|68|ver7.2.8.1124|2016-01-15
438|39|17|ver1.22|
439|12|68|ver8.0.2.805|2016-08-19
440|20|12|ver15.020.20042|2016-11-03
441|34|49|ver7.1.7.2606|2016-10-31
442|22|12|ver15.020.20042|2016-11-05
443|9|30|ver2.1.2|2016-03-22
444|32|91|ver2.2.2|2016-11-04
445|24|103|ver12.3.5|2016-08-24
446|25|12|ver15.020.20042|2016-11-24
447|11|94||
448|4|1|ver24.0.0.180|2016-12-14
449|43|85|ver0.5.3|2012-06-24
450|11|25|ver12.0.6612.1000|2016-11-24
451|6|34|ver8.0.1120.15|2016-11-07
452|57|70|ver5.1.50709.0|2016-12-09
453|45|88|ver2.2.4|
454|13|5|ver0.53.00.00|2015-06-25
455|11|49|ver7.1.7.2606|2016-11-04
456|76|1|ver23.0.0.257|2016-09-16
457|67|64|ver12.16.1860|
458|48|12|ver15.020.20042|2016-11-07
459|14|102|ver16.04|
460|41|14|ver2.14.0|2014-11-24
461|5|21|ver18.0.0.375|
462|49|34|ver8.0.1110.14|2016-12-07
463|45|42|ver2.4.1|2016-12-02
464|35|75|ver5.9.2|2016-09-20
465|60|103|ver12.6.0|2016-11-23
466|54|54|ver1.5.4|
467|41|103|ver12.3.5|2016-08-20
468|38|9|ver5.25|
469|36|84|ver10.7.144.0|2012-02-17
470|70|68|ver8.1.0.1013|2016-11-05
471|6|63|ver50.1.0|
472|63|48|ver1.32.4066.7445|2016-12-13
473|23|48|ver1.32.3889.0961|2016-11-22
474|43|42|ver2.4.0|2016-11-07
475|24|85|ver0.5.3|2012-05-16
476|14|49|ver7.1.7.2606|2016-11-06
477|33|28|ver7.2.2|
478|15|89|ver3.23.0.2|
479|29|28|ver7.2|
480|28|48|ver1.32.3889.0961|2016-11-22
481|14|12|ver15.020.20039|2016-10-21
482|71|5|ver0.53.00.00|2013-04-09
483|68|38|ver4|2011-11-15
484|15|81|ver2.36|2016-08-19
485|15|102|ver16.02|
486|70|75|ver5.9.3|2016-12-05
487|70|48|ver1.32.3889.0961|2016-12-05
488|24|83|ver3.9.141.259|
489|51|55|ver16.4.3528.0331|2016-09-01
490|54|5|ver0.53.00.00|2012-09-02
491|46|68|ver6.2.1.618|2014-09-03
492|56|67|ver12.2.5.195|
493|34|102|ver16.04.00.0|2016-10-31
494|25|48|ver1.32.3889.0961|2016-11-23
495|60|68|ver8.1.1.1115|2016-11-23
496|73|68|ver8.0.2.805|2016-08-20
497|67|36|ver1.2.4.10|2015-02-14
498|44|87|ver55.0.2883.87|2016-12-13
499|5|63|ver50.0.2|
500|57|73||
501|39|25|ver12.0.6612.1000|2016-04-13
502|63|88|ver2.2.4|
503|24|7|ver2.2.1|
504|32|46|ver23.0.0.207|
505|76|5|ver0.53.00.00|2013-05-16
506|33|81|ver2.36|2016-08-21
507|34|19|ver4.42|
508|30|88|ver2.2.4|
509|32|64|ver41.0.2353.69|
510|62|12|ver15.020.20039|2016-10-21
511|56|88|ver2.2.4|
512|18|63|ver50.0.2|
513|25|87|ver54.0.2840.99|2016-11-23
514|10|46|ver23.0.0.207|
515|4|103|ver12.6.0|2016-11-23
516|39|49|ver7.1.7.2606|2016-10-28
517|5|68|ver5.1.3.1201|2012-05-18
518|16|5||
519|67|70|ver5.1.50901.0|2016-10-12
520|38|78|ver3.3.1|2016-11-24
521|62|17|ver1.22|
522|51|63|ver50.1.0|
523|51|70|ver5.1.50901.0|2016-10-12
524|62|19|ver4.42|
525|21|20|ver2.67a|
526|21|89|ver3.22.2.2|
527|44|34|ver8.0.1120.15|2016-11-07
528|54|66|ver8.0|
529|54|76|ver3.0|
530|76|21|ver23.0.0.207|
531|74|63|ver50.1.0|
532|11|54|ver1.5.4|
533|24|9|ver5.23|
534|32|17|ver1.28|
535|20|44|ver1.0.0|
536|34|88|ver2.2.4|
537|11|88|ver2.2.4|
538|35|81|ver2.35|2016-04-03
539|1|58|ver15.4.3502.0922|2011-11-15
540|4|102|ver16.04|
541|58|75|ver5.9.3|2016-12-05
542|12|28|ver7.2.2|
543|4|46|ver24.0.0.186|
544|16|30|ver2.1.2|2016-05-01
545|17|88|ver2.2.4|
546|35|1|ver23.0.0.257|2016-09-14
547|39|85|ver0.5.4|2012-09-02
548|66|102|ver15.14|
549|6|88|ver2.2.4|
550|58|1|ver23.0.0.257|2016-09-16
551|28|81|ver2.36|2016-08-19
552|22|34|ver8.0.1120.15|2016-11-02
553|55|74|ver4.0.9|2016-01-17
554|70|36|ver1.1.7.17|2014-02-23
555|29|1|ver23.0.0.257|2016-10-10
556|76|102|ver16.04.00.0|2016-11-06
557|23|78|ver3.2.2|
558|62|1|ver23.0.0.257|2016-09-21
559|54|36|ver1.2.8.12|2016-03-29
560|1|55|ver15.4.3508.1109|
561|72|88|ver2.2.4|
562|28|68|ver8.0.2.805|2016-08-19
563|17|2|ver5.1|
564|25|29|ver1.4.20|2016-11-24
565|70|83|ver3.9.141.259|
566|20|63|ver50.1.0|
567|13|60|ver0.91|2015-06-25
568|43|97|ver2.8.18|2016-08-01
569|73|75|ver5.9.2|2016-09-29
570|50|56|ver2.0.0.372|
571|76|70|ver5.1.41212.0|2016-01-15
572|68|82|ver15.4.3502.0922|2011-07-21
573|24|12|ver15.020.20042|2016-11-07
574|54|83|ver3.9.141.259|
575|62|68|ver8.1.0.1013|2016-11-06
576|20|30|ver2.1.2|2016-03-31
577|40|81|ver2.36|2016-05-03
578|24|14|ver2.14.0|2013-08-27
579|61|81|ver2.38|2016-11-05
580|39|64|ver42.0.2393.85|
581|55|103|ver12.0.5|2016-04-11
582|31|91|ver0.6.2|2012-11-02
583|58|14|ver2.14.0|2015-02-14
584|44|19|ver4.42|
585|22|30|ver2.1.0|2015-03-30
586|32|7|ver3.0.20.0|2016-11-04
587|14|60|ver0.91|2015-02-15
588|12|83|ver3.9.141.259|
589|8|86|ver2.5.8.0|2014-08-23
590|41|9|ver5.24|
591|70|30|ver2.0.5|2014-02-23
592|58|28|ver7.2.2|
593|39|87|ver55.0.2883.87|2016-12-13
594|26|102|ver9.10|
595|71|103|ver12.3.5|2016-08-19
596|4|64|ver42.0.2393.85|
597|54|22|ver4.5.7.6452|2016-12-12
598|32|78|ver3.3.1|2016-11-04
599|14|23|ver1.7.0.210|2013-05-16
600|21|46|ver23.0.0.207|
601|43|9|ver5.24|
602|13|23|ver8.0.450.14|2015-06-25
603|44|29|ver1.4.20|2016-04-25
604|68|44|ver1.0.0|
605|33|85|ver0.5.7|2013-12-09
606|68|55|ver15.4.3502.0922|2011-07-21
607|61|74|ver4.0.12|2016-11-05
608|39|57|ver5.1.2.2|2016-04-25
609|40|44|ver1.0.0|
610|47|44|ver1.0.0|
611|45|60|ver0.91|2015-06-25
612|24|39|ver0.67|2016-04-27
613|40|30|ver2.1.2|2016-05-03
614|54|29|ver1.4.20|2016-08-20
615|47|60|ver0.91|2015-02-05
616|4|42|ver2.4.1|2016-11-23
617|29|83|ver3.9.141.259|
618|35|68|ver7.3.4.311|2016-04-03
619|58|74|ver4.0.10|2016-09-02
620|11|19|ver4.42|
621|31|102|ver16.02|
622|43|86|ver2.5.8.0|2015-02-03
623|74|2|ver4.9|
624|47|5||
625|36|55|ver16.4.3528.0331|2016-09-05
626|24|89|ver3.23.0.2|
627|50|67|ver12.2.5.195|
628|45|39|ver0.67|2016-04-12
629|63|89|ver3.22.2.2|
630|65|63|ver48.0.2|
631|36|104|ver1.2.57|2012-03-02
632|62|75|ver5.9.2|2016-09-21
633|15|30|ver2.1.2|2016-04-24
634|9|99|ver1.3.11|2014-10-28
635|60|24|ver23.0.0.207|
636|61|89|ver3.22.2.2|
637|41|64|ver41.0.2353.69|
638|54|88|ver2.2.4|
639|2|88|ver2.2.4|
640|39|80|ver2.0.2|2012-09-02
641|39|73||
642|11|29|ver1.4.20|2016-11-03
643|13|67|ver12.2.5.195|
644|56|78|ver3.3.1|2016-11-24
645|24|49|ver7.1.7.2606|2016-11-07
646|23|14|ver2.14.0|2013-09-03
647|24|63|ver50.1.0|
648|15|86|ver2.5.8.0|2014-02-07
649|30|92|ver2.58.1058|
650|12|63|ver50.0.2|
651|11|17|ver1.28|
652|50|63|ver50.0.2|
653|20|36|ver1.2.6.7|2015-08-10
654|57|38|ver4|2011-11-15
655|53|39|ver0.67|2016-04-03
656|65|30|ver2.1.2|2016-09-08
657|58|29|ver1.4.20|2016-09-02
658|73|96||2014-02-07
659|23|83|ver3.9.141.259|
660|12|81|ver2.36|2016-05-03
661|40|19|ver4.42|
662|13|88|ver2.2.4|
663|16|87|ver55.0.2883.87|2016-12-13
664|2|34|ver8.0.1120.15|2016-11-10
665|41|70|ver5.1.50901.0|2016-10-12
666|61|1|ver23.0.0.257|2016-11-05
667|36|34|ver7.0.800|2016-09-23
668|47|28|ver7.2.2|
669|23|103|ver12.3.5|2016-08-24
670|53|89|ver3.16.1|
671|35|28|ver7.2.2|
672|29|30|ver2.1.2|2016-04-13
673|22|36|ver1.1.9.13|2014-08-08
674|44|67|ver12.2.5.195|
675|39|78|ver3.2.2|
676|14|23|ver1.7.0.670|2014-10-09
677|39|89|ver3.23.0.2|
678|34|34|ver6.0.450|2016-03-22
679|35|88|ver2.2.4|
680|42|68|ver5.4.3.920|2012-10-16
681|27|53|ver10.1.16|2016-09-07
682|61|102|ver16.04.00.0|2016-11-05
683|61|23|ver8.0.450.14|2015-06-25
684|52|5|ver0.53.00.00|2015-06-25
685|23|22|ver4.5.7.6282|2016-08-24
686|55|67|ver12.2.5.195|
687|39|46|ver24.0.0.186|
688|20|38|ver4|2014-03-18
689|73|42|ver2.3.2|2016-08-20
690|73|83|ver3.9.141.259|
691|15|103|ver12.3.5|2016-08-19
692|25|1|ver23.0.0.257|2016-11-23
693|44|1|ver24.0.0.180|2016-12-14
694|8|36|ver1.2.4.10|2015-02-15
695|34|60|ver0.91|2015-02-08
696|59|63|ver50.0.2|
697|13|81|ver2.36|2016-05-17
698|37|1|ver23.0.0.257|2016-09-14
699|22|64|ver42.0.2393.85|
700|54|1|ver23.0.0.257|2016-09-14
701|58|34|ver8.0.1120.15|2016-11-07
702|14|64|ver41.0.2353.46|
703|73|89|ver3.23.0.2|
704|67|88|ver2.2.4|
705|59|103|ver12.7.0|2016-12-13
706|39|36|ver1.1.9.13|2014-08-16
707|55|36|ver1.2.6.7|2015-08-23
708|14|34|ver7.0.670|2014-10-09
709|35|39|ver0.67|2016-04-03
710|8|70|ver5.1.41212.0|2016-01-15
711|1|46|ver23.0.0.207|
712|53|12|ver15.010.20060|2016-04-03
713|66|97|ver2.8.18|2016-08-25
714|32|11|ver4.94|
715|11|56|ver2.0.0.372|
716|48|62|ver7.28.101|2016-09-24
717|31|48|ver1.32.4066.7445|2016-12-12
718|39|54|ver1.4.1|
719|22|34|ver6.0.310|2012-04-16
720|47|36|ver1.2.6.7|2015-07-24
721|67|64|ver42.0.2393.85|
722|43|7|ver2.2.1|
723|40|28|ver6.9.2|
724|25|63|ver50.0|
725|61|83|ver3.9.141.259|
726|15|64|ver42.0.2393.85|
727|56|102|ver16.04|
